INIT: 0x565db8 0x573bb4
guard: 0x565db8 1 PC 0x427309 in main /home/theta-lin/ctchecker_persist/mbedtls3.2.1/main.c:7
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x56688c 2b6 PC 0x4352f0 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:365:24
guard: 0x566e34 420 PC 0x43ae14 in mbedtls_mpi_exp_mod /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:2007:33
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x566e44 424 PC 0x43af52 in mbedtls_mpi_exp_mod /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:2028:9
guard: 0x566e50 427 PC 0x43afdb in mbedtls_mpi_exp_mod /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:2038:25
guard: 0x566820 29b PC 0x434cae in mbedtls_mpi_lset /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:278
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x56682c 29e PC 0x434d61 in mbedtls_mpi_lset /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:285:32
guard: 0x566a9c 33a PC 0x4371fe in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:944
guard: 0x566870 2af PC 0x43516a in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:377
guard: 0x566878 2b1 PC 0x4351cf in mbedtls_mpi_bitlen /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:383:5
guard: 0x566884 2b4 PC 0x43528a in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:359
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x566890 2b7 PC 0x435314 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:363:27
guard: 0x56688c 2b6 PC 0x4352f0 in mbedtls_clz /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:365:24
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667c0 283 PC 0x4346bf in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:133:21
guard: 0x5667a8 27d PC 0x43458e in mbedtls_mpi_zeroize /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:80
guard: 0x56be00 1813 PC 0x4916ae in mbedtls_platform_zeroize /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/platform_util.c:68
guard: 0x56be08 1815 PC 0x4916f9 in mbedtls_platform_zeroize /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/platform_util.c:72:9
guard: 0x566aa8 33d PC 0x4372e4 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:956:9
guard: 0x566ab0 33f PC 0x437367 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:965:33
guard: 0x566ab4 340 PC 0x4373b3 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:968:24
guard: 0x566ab4 340 PC 0x4373b3 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:968:24
guard: 0x566ab8 341 PC 0x4373d7 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:970:5
guard: 0x566abc 342 PC 0x4373f5 in mbedtls_mpi_shift_l /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:975:9
guard: 0x566dc8 405 PC 0x43a712 in mbedtls_mpi_mod_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1747
guard: 0x566b90 377 PC 0x437ebe in mbedtls_mpi_cmp_int /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1106
guard: 0x566b98 379 PC 0x437f13 in mbedtls_mpi_cmp_int /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1111:28
guard: 0x566b38 361 PC 0x437ace in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1071
guard: 0x566b40 363 PC 0x437b4a in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1078:13
guard: 0x566b50 367 PC 0x437bf2 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1080:28
guard: 0x566b48 365 PC 0x437ba2 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1080:5
guard: 0x566b54 368 PC 0x437c21 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1084:16
guard: 0x566b60 36b PC 0x437c89 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1087:26
guard: 0x566cd4 3c8 PC 0x4397f5 in mbedtls_mpi_div_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1601
guard: 0x566b90 377 PC 0x437ebe in mbedtls_mpi_cmp_int /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1106
guard: 0x566b98 379 PC 0x437f13 in mbedtls_mpi_cmp_int /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1111:28
guard: 0x566b38 361 PC 0x437ace in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1071
guard: 0x566b40 363 PC 0x437b4a in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1078:13
guard: 0x566b50 367 PC 0x437bf2 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1080:28
guard: 0x566b48 365 PC 0x437ba2 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1080:5
guard: 0x566b54 368 PC 0x437c21 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1084:16
guard: 0x566b60 36b PC 0x437c89 in mbedtls_mpi_cmp_mpi /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1087:26
guard: 0x566790 277 PC 0x43444a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:88
guard: 0x566794 278 PC 0x43446a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:91:5
guard: 0x566790 277 PC 0x43444a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:88
guard: 0x566794 278 PC 0x43446a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:91:5
guard: 0x566790 277 PC 0x43444a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:88
guard: 0x566794 278 PC 0x43446a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:91:5
guard: 0x566790 277 PC 0x43444a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:88
guard: 0x566794 278 PC 0x43446a in mbedtls_mpi_init /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:91:5
guard: 0x566af8 351 PC 0x4377be in mbedtls_mpi_cmp_abs /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1039
guard: 0x566b00 353 PC 0x43783a in mbedtls_mpi_cmp_abs /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1046:13
guard: 0x566b0c 356 PC 0x4378c5 in mbedtls_mpi_cmp_abs /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1050:13
guard: 0x566b14 358 PC 0x437911 in mbedtls_mpi_cmp_abs /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1052:16
guard: 0x566b20 35b PC 0x437979 in mbedtls_mpi_cmp_abs /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:1055:17
guard: 0x5667f0 28f PC 0x43499e in mbedtls_mpi_copy /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:218
guard: 0x566804 294 PC 0x434ac8 in mbedtls_mpi_copy /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:239:13
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x566810 297 PC 0x434b6e in mbedtls_mpi_copy /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:247:5
guard: 0x5667f0 28f PC 0x43499e in mbedtls_mpi_copy /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:218
guard: 0x566800 293 PC 0x434a99 in mbedtls_mpi_copy /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:237:5
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
guard: 0x5667bc 282 PC 0x4346a7 in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:131:13
guard: 0x566810 297 PC 0x434b6e in mbedtls_mpi_copy /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:247:5
guard: 0x5667ac 27e PC 0x4345de in mbedtls_mpi_grow /home/theta-lin/ctchecker_persist/mbedtls3.2.1/library/bignum.c:119
